source,id,task,context,response_limit,first_pass,recorded_success,response_correct,eventual_success,correct_contents_and_format,undo_restored,seconds,inference_calls,generated_tokens,maximum_prompt_tokens,maximum_response_tokens,finish_reasons,discarded_speculative_calls,response_recoveries,fallback_notices,tool_errors_or_duplicates,outcome,error
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-medium-3,replace-medium,8192,2048,1,1,1,1,1,1,4.451,3,109,2845,45,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-large-1,replace-large,8192,2048,0,0,1,0,0,1,37.655,3,2109,5932,2048,"{""length"": 1, ""tool_calls"": 2}",,0,0,0,output_truncation,The local model’s file response was incomplete. Try a smaller request; any completed edits are available in Review.
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-large-2,replace-large,8192,2048,0,0,1,0,0,1,37.019,3,2109,5932,2048,"{""length"": 1, ""tool_calls"": 2}",,0,0,0,output_truncation,The local model’s file response was incomplete. Try a smaller request; any completed edits are available in Review.
ai-file-baseline-matrix.jsonl,baseline-8192-2048-replace-large-3,replace-large,8192,2048,0,0,1,0,0,1,7.491,3,100,5932,40,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-create-1,create,8192,2048,1,1,1,1,1,1,2.631,2,93,1325,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-create-2,create,8192,2048,1,1,1,1,1,1,2.597,2,93,1325,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-create-3,create,8192,2048,1,1,1,1,1,1,2.598,2,93,1325,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-append-1,append,8192,2048,0,0,1,0,0,1,7.574,4,371,1801,126,"{""stop"": 1, ""tool_calls"": 3}",,0,1,2,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-append-2,append,8192,2048,0,0,1,0,0,1,7.576,4,371,1801,126,"{""stop"": 1, ""tool_calls"": 3}",,0,1,2,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-append-3,append,8192,2048,0,0,1,0,0,1,58.903,16,2912,4966,344,"{""tool_calls"": 16}",,0,1,8,unproductive_loop,"File Mode reached its step limit. Review any changes, then ask a more specific follow-up."
ai-file-baseline-matrix.jsonl,baseline-8192-2048-multiple-edits-1,multiple-edits,8192,2048,0,0,1,0,0,1,6.167,4,280,1603,97,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,premature_completion,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-multiple-edits-2,multiple-edits,8192,2048,0,0,1,0,0,1,6.15,4,279,1604,97,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,premature_completion,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-multiple-edits-3,multiple-edits,8192,2048,0,0,1,0,0,1,6.279,4,289,1586,104,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-multi-file-1,multi-file,8192,2048,1,1,1,1,1,1,6.784,4,319,1701,117,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-multi-file-2,multi-file,8192,2048,1,1,1,1,1,1,6.741,4,313,1701,117,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-multi-file-3,multi-file,8192,2048,1,1,1,1,1,1,10.625,6,505,1980,117,"{""stop"": 1, ""tool_calls"": 5}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-rtf-1,rtf,8192,2048,0,0,1,0,0,1,4.212,2,206,1549,138,"{""stop"": 1, ""tool_calls"": 1}",,0,1,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-rtf-2,rtf,8192,2048,0,0,1,0,0,1,3.969,2,187,1549,138,"{""stop"": 1, ""tool_calls"": 1}",,0,1,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-rtf-3,rtf,8192,2048,1,1,1,1,1,1,3.674,3,136,1426,58,"{""stop"": 1, ""tool_calls"": 2}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-protected-1,protected,8192,2048,1,1,1,1,1,1,8.532,5,406,1739,124,"{""stop"": 1, ""tool_calls"": 4}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-protected-2,protected,8192,2048,0,1,1,1,1,1,11.549,6,571,1904,134,"{""stop"": 1, ""tool_calls"": 5}",,0,1,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-protected-3,protected,8192,2048,1,1,1,1,1,1,14.0,8,641,2085,123,"{""stop"": 1, ""tool_calls"": 7}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-ambiguous-1,ambiguous,8192,2048,0,1,1,1,1,1,3.973,2,182,1543,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-ambiguous-2,ambiguous,8192,2048,0,1,1,1,1,1,4.102,2,178,1541,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-ambiguous-3,ambiguous,8192,2048,0,1,1,1,1,1,4.009,2,191,1541,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-delete-1,delete,8192,2048,1,1,1,1,1,1,2.192,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-delete-2,delete,8192,2048,1,1,1,1,1,1,2.187,2,61,1336,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-delete-3,delete,8192,2048,1,1,1,1,1,1,2.194,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-move-1,move,8192,2048,1,1,1,1,1,1,2.938,2,116,1352,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-move-2,move,8192,2048,1,1,1,1,1,1,2.93,2,116,1351,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-2048-move-3,move,8192,2048,1,1,1,1,1,1,2.916,2,116,1352,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-small-1,replace-small,8192,4096,1,1,1,1,1,1,3.556,3,126,1437,64,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-small-2,replace-small,8192,4096,1,1,1,1,1,1,3.545,3,126,1437,64,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-small-3,replace-small,8192,4096,1,1,1,1,1,1,3.507,3,124,1433,60,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-medium-1,replace-medium,8192,4096,1,1,1,1,1,1,23.221,3,1454,2846,1390,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-medium-2,replace-medium,8192,4096,1,1,1,1,1,1,23.167,3,1454,2845,1390,"{""stop"": 1, ""tool_calls"": 2}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-medium-3,replace-medium,8192,4096,0,0,1,0,1,1,22.029,3,1446,4228,1425,"{""no_completion"": 1, ""tool_calls"": 2}",,0,0,0,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-large-1,replace-large,8192,4096,0,0,1,0,0,1,1.225,2,21,5868,21,"{""no_completion"": 1, ""tool_calls"": 1}",,0,0,0,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-large-2,replace-large,8192,4096,0,0,1,0,0,1,1.214,2,21,5868,21,"{""no_completion"": 1, ""tool_calls"": 1}",,0,0,0,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-matrix.jsonl,baseline-8192-4096-replace-large-3,replace-large,8192,4096,0,0,1,0,0,1,1.217,2,21,5868,21,"{""no_completion"": 1, ""tool_calls"": 1}",,0,0,0,context_budget,This file task filled the local model’s context. Start a new chat with a smaller selection or ask about a shorter section. Review keeps any completed edits.
ai-file-baseline-matrix.jsonl,baseline-8192-4096-create-1,create,8192,4096,1,1,1,1,1,1,2.609,2,93,1326,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-create-2,create,8192,4096,1,1,1,1,1,1,2.625,2,93,1325,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-create-3,create,8192,4096,1,1,1,1,1,1,2.587,2,93,1325,59,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-append-1,append,8192,4096,0,0,1,0,0,1,3.152,2,132,1429,77,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,premature_completion,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-append-2,append,8192,4096,0,0,1,0,0,1,7.509,4,367,1794,125,"{""stop"": 1, ""tool_calls"": 3}",,0,1,2,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-append-3,append,8192,4096,0,0,1,0,0,1,2.962,2,117,1429,77,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,premature_completion,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-multiple-edits-1,multiple-edits,8192,4096,0,0,1,0,0,1,6.191,4,283,1586,104,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-multiple-edits-2,multiple-edits,8192,4096,0,0,1,0,0,1,8.652,5,418,1725,114,"{""stop"": 1, ""tool_calls"": 4}",,0,0,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-multiple-edits-3,multiple-edits,8192,4096,0,0,1,0,0,1,6.345,4,294,1602,97,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,premature_completion,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-multi-file-1,multi-file,8192,4096,1,1,1,1,1,1,7.567,4,373,1735,117,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-multi-file-2,multi-file,8192,4096,1,1,1,1,1,1,9.943,6,446,1939,117,"{""stop"": 1, ""tool_calls"": 5}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-multi-file-3,multi-file,8192,4096,1,1,1,1,1,1,6.96,4,331,1701,117,"{""stop"": 1, ""tool_calls"": 3}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-rtf-1,rtf,8192,4096,0,0,1,0,0,1,4.288,2,210,1549,138,"{""stop"": 1, ""tool_calls"": 1}",,0,1,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-rtf-2,rtf,8192,4096,0,0,1,0,0,1,4.282,2,210,1550,138,"{""stop"": 1, ""tool_calls"": 1}",,0,1,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-rtf-3,rtf,8192,4096,0,0,1,0,0,1,4.276,2,210,1550,138,"{""stop"": 1, ""tool_calls"": 1}",,0,1,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-protected-1,protected,8192,4096,0,0,1,0,0,1,15.357,9,708,2169,109,"{""stop"": 1, ""tool_calls"": 8}",,0,3,0,incorrect_edit,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-protected-2,protected,8192,4096,0,1,1,1,1,1,11.321,6,571,1904,134,"{""stop"": 1, ""tool_calls"": 5}",,0,1,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-protected-3,protected,8192,4096,1,1,1,1,1,1,9.22,6,421,1791,108,"{""stop"": 1, ""tool_calls"": 5}",,0,1,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-ambiguous-1,ambiguous,8192,4096,0,1,1,1,1,1,3.86,2,178,1542,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-ambiguous-2,ambiguous,8192,4096,0,1,1,1,1,1,3.966,2,178,1541,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-ambiguous-3,ambiguous,8192,4096,0,1,1,1,1,1,3.829,2,178,1541,126,"{""stop"": 1, ""tool_calls"": 1}",,0,0,1,recovered_success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-delete-1,delete,8192,4096,1,1,1,1,1,1,2.191,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-delete-2,delete,8192,4096,1,1,1,1,1,1,2.184,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-delete-3,delete,8192,4096,1,1,1,1,1,1,2.187,2,61,1335,40,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-move-1,move,8192,4096,1,1,1,1,1,1,2.974,2,116,1351,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-move-2,move,8192,4096,1,1,1,1,1,1,2.917,2,116,1351,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-baseline-matrix.jsonl,baseline-8192-4096-move-3,move,8192,4096,1,1,1,1,1,1,2.923,2,116,1351,69,"{""stop"": 1, ""tool_calls"": 1}",,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-replace-small-1,replace-small,4096,1024,1,1,1,1,1,1,4.393,3,135,1627,69,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-replace-medium-1,replace-medium,4096,1024,1,1,1,1,1,1,6.847,4,303,1826,103,"{""stop"": 1, ""tool_calls"": 3}",0,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-replace-large-1,replace-large,4096,1024,1,1,1,1,1,1,4.106,3,146,1673,69,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-create-1,create,4096,1024,1,1,1,1,1,1,4.014,3,148,1584,68,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-append-1,append,4096,1024,0,1,1,1,1,1,6.525,5,247,1725,75,"{""stop"": 1, ""tool_calls"": 4}",0,0,0,1,recovered_success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-multiple-edits-1,multiple-edits,4096,1024,1,1,1,1,1,1,8.145,6,316,1834,64,"{""stop"": 1, ""tool_calls"": 5}",1,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-multi-file-1,multi-file,4096,1024,1,1,1,1,1,1,5.411,4,208,1665,109,"{""stop"": 1, ""tool_calls"": 3}",1,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-rtf-1,rtf,4096,1024,0,1,1,1,1,1,6.564,4,293,1617,149,"{""stop"": 1, ""tool_calls"": 3}",4,0,1,1,recovered_success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-protected-1,protected,4096,1024,1,1,1,1,1,1,4.963,4,177,1633,64,"{""stop"": 1, ""tool_calls"": 3}",0,0,1,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-ambiguous-1,ambiguous,4096,1024,1,1,1,1,1,1,2.674,2,88,1485,44,"{""stop"": 1, ""tool_calls"": 1}",1,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-delete-1,delete,4096,1024,1,1,1,1,1,1,2.222,2,54,1484,33,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
ai-file-pilot-matrix-4096.jsonl,pilot-4096-1024-move-1,move,4096,1024,0,0,1,0,1,1,6.256,4,274,1611,114,"{""tool_calls"": 4}",1,0,0,3,runtime_or_terminal_tool_error,A file changed outside this task. Your newer work was kept. Review the files before trying again.
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-replace-small-1,replace-small,4096,1024,1,1,1,1,1,1,4.325,3,151,1708,69,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-replace-medium-1,replace-medium,4096,1024,0,0,1,0,0,1,11.417,4,603,2316,316,"{""stop"": 1, ""tool_calls"": 3}",0,0,0,0,incorrect_edit,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-replace-large-1,replace-large,4096,1024,0,0,1,0,0,1,7.759,3,403,1965,310,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,incorrect_edit,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-create-1,create,4096,1024,1,1,1,1,1,1,2.639,2,82,1565,48,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-append-1,append,4096,1024,0,0,1,0,0,1,4.099,3,150,1628,77,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,1,tool_error,The local model stopped before resolving a failed edit. Review the completed changes; Undo is available.
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-multiple-edits-1,multiple-edits,4096,1024,1,1,1,1,1,1,6.039,4,251,1785,69,"{""stop"": 1, ""tool_calls"": 3}",1,0,0,0,success,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-multi-file-1,multi-file,4096,1024,1,1,1,1,1,1,6.161,4,259,1771,120,"{""stop"": 1, ""tool_calls"": 3}",2,0,0,0,success,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-rtf-1,rtf,4096,1024,0,0,1,0,0,1,7.092,4,329,1700,149,"{""stop"": 1, ""tool_calls"": 3}",4,0,1,0,incorrect_edit,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-protected-1,protected,4096,1024,0,0,1,0,0,1,6.164,4,264,1719,107,"{""stop"": 1, ""tool_calls"": 3}",0,0,1,0,incorrect_edit,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-ambiguous-1,ambiguous,4096,1024,1,1,1,1,1,1,2.79,2,98,1504,72,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-delete-1,delete,4096,1024,1,1,1,1,1,1,3.077,3,79,1588,40,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot2-matrix-4096.jsonl,pilot2-4096-1024-move-1,move,4096,1024,1,1,1,1,1,1,3.783,2,170,1535,121,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-1,core,4096,1024,1,1,1,1,1,1,6.833,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-2,core,4096,1024,1,1,1,1,1,1,6.715,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-3,core,4096,1024,1,1,1,1,1,1,6.705,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-4,core,4096,1024,1,1,1,1,1,1,6.755,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-5,core,4096,1024,1,1,1,1,1,1,6.696,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-6,core,4096,1024,1,1,1,1,1,1,6.701,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-7,core,4096,1024,1,1,1,1,1,1,6.699,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-8,core,4096,1024,1,1,1,1,1,1,6.689,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-9,core,4096,1024,1,1,1,1,1,1,6.71,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-10,core,4096,1024,1,1,1,1,1,1,6.701,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-11,core,4096,1024,1,1,1,1,1,1,6.726,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-12,core,4096,1024,1,1,1,1,1,1,6.775,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-13,core,4096,1024,1,1,1,1,1,1,6.786,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-14,core,4096,1024,1,1,1,1,1,1,6.804,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-15,core,4096,1024,1,1,1,1,1,1,6.804,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-16,core,4096,1024,1,1,1,1,1,1,6.783,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-17,core,4096,1024,1,1,1,1,1,1,6.788,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-18,core,4096,1024,1,1,1,1,1,1,6.801,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-19,core,4096,1024,1,1,1,1,1,1,6.79,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-candidate3-core-4096.jsonl,candidate3-4096-1024-core-20,core,4096,1024,1,1,1,1,1,1,6.819,5,268,1719,142,"{""stop"": 1, ""tool_calls"": 4}",5,0,0,0,success,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-replace-small-1,replace-small,4096,1024,0,0,1,0,0,1,3.943,3,158,1573,88,"{""stop"": 1, ""tool_calls"": 2}",1,0,0,1,premature_completion,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-replace-medium-1,replace-medium,4096,1024,0,0,1,0,0,1,6.89,5,175,2823,38,"{""stop"": 1, ""tool_calls"": 4}",0,0,0,2,tool_error,The local model stopped before resolving a failed edit. Review the completed changes; Undo is available.
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-replace-large-1,replace-large,4096,1024,0,0,1,0,0,1,6.928,5,175,2816,38,"{""stop"": 1, ""tool_calls"": 4}",0,0,0,2,tool_error,The local model stopped before resolving a failed edit. Review the completed changes; Undo is available.
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-create-1,create,4096,1024,1,1,1,1,1,1,2.398,2,68,1471,34,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-append-1,append,4096,1024,0,0,1,0,0,1,2.594,2,84,1450,43,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,1,premature_completion,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-multiple-edits-1,multiple-edits,4096,1024,1,1,1,1,1,1,8.6,6,347,1867,100,"{""stop"": 1, ""tool_calls"": 5}",3,0,0,0,success,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-multi-file-1,multi-file,4096,1024,0,0,1,0,0,1,6.885,6,222,1835,76,"{""stop"": 1, ""tool_calls"": 5}",1,0,0,0,incorrect_edit,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-rtf-1,rtf,4096,1024,1,1,1,1,1,1,3.148,3,80,1560,36,"{""stop"": 1, ""tool_calls"": 2}",0,0,1,0,success,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-protected-1,protected,4096,1024,0,0,1,0,0,1,4.074,4,110,1628,41,"{""stop"": 1, ""tool_calls"": 3}",0,0,1,0,incorrect_edit,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-ambiguous-1,ambiguous,4096,1024,1,1,1,1,1,1,2.394,2,71,1403,52,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-delete-1,delete,4096,1024,1,1,1,1,1,1,1.974,2,38,1417,21,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
ai-file-pilot3-matrix-4096.jsonl,candidate3-4096-1024-move-1,move,4096,1024,0,0,1,0,0,1,3.854,2,176,1445,139,"{""stop"": 1, ""tool_calls"": 1}",4,0,0,1,premature_completion,
ai-file-pilot4-matrix-4096.jsonl,candidate4-4096-1024-replace-small-1,replace-small,4096,1024,1,1,1,1,1,1,4.292,3,149,1699,69,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot4-matrix-4096.jsonl,candidate4-4096-1024-replace-medium-1,replace-medium,4096,1024,1,1,1,1,1,1,4.707,3,191,1755,77,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot4-matrix-4096.jsonl,candidate4-4096-1024-replace-large-1,replace-large,4096,1024,1,1,1,1,1,1,4.954,3,208,1766,102,"{""stop"": 1, ""tool_calls"": 2}",0,0,0,0,success,
ai-file-pilot4-matrix-4096.jsonl,candidate4-4096-1024-create-1,create,4096,1024,1,1,1,1,1,1,2.63,2,82,1553,48,"{""stop"": 1, ""tool_calls"": 1}",0,0,0,0,success,
